URL,Title,HTML5,Youtube,Static,Multi,Flash
https://homestuck.com/story/7443,I THINK HE THOUGHT HE COULD DESTROY MY SOUL.,0,0,1,0,1
https://homestuck.com/story/7444,AT THIS POINT.,0,0,1,0,1
https://homestuck.com/story/7445,"YES, NEVER TO BE FOUND.",0,0,1,0,1
https://homestuck.com/story/7448,[S] MSPA Reader: Mental breakdown.,0,1,0,0,1
https://homestuck.com/story/7449,[S] ACT 6 ACT 6 INTERMISSION 5,0,1,0,0,1
https://homestuck.com/story/7486,[A6A6I5] ====>,1,0,0,0,0
https://homestuck.com/story/7635,[S][A6A6I5] ====>,1,0,0,0,0
https://homestuck.com/story/7672,[A6A6I5] ====>,1,0,0,0,0
https://homestuck.com/story/7681,[A6A6I5] ====>,1,0,0,0,0
https://homestuck.com/story/7686,[A6A6I5] ====>,1,0,0,0,0
https://homestuck.com/story/7693,[A6A6I5] ====>,1,0,0,0,0
https://homestuck.com/story/7696,[A6A6I5] ====>,1,0,0,0,0
https://homestuck.com/story/7700,[A6A6I5] ====>,1,0,0,0,0
https://homestuck.com/story/7713,[A6A6I5] ====>,1,0,0,0,0
https://homestuck.com/story/7725,[A6A6I5] ====>,1,0,0,0,0
https://homestuck.com/story/7733,[A6A6I5] ====>,1,0,0,0,0
https://homestuck.com/story/7766,[A6A6I5] ====>,1,0,0,0,0
https://homestuck.com/story/7804,[A6A6I5] ====>,0,1,0,0,1
https://homestuck.com/story/7823,[S][A6A6I5] ====>,0,1,0,0,1
https://homestuck.com/story/7912,[A6A6I5] ====>,0,1,0,0,1
https://homestuck.com/story/7928,[S][A6A6I5] ====>,0,1,0,0,1
https://homestuck.com/story/7959,[S] Terezi: Remem8er.,0,1,0,0,1
https://homestuck.com/story/8087,[S] Collide.,0,1,0,0,0
https://homestuck.com/story/8127,[S] ACT 7,0,1,0,0,0
https://homestuck.com/story/8129,[S] ==>,0,1,0,0,1
https://homestuck.com/story/8130,[S] ==>,0,1,0,0,0
